# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.206920623779296875e+01 1.060363138094544411e-04 3.245254492187500000e+04 3.760327911376953125e+01 1.060363138094544411e-04 3.245254492187500000e+04
0.000000000000000000e+00 1.837550878524780273e+00 2.498105525970458984e+00 3.001336097717285156e+00 1.873217225074768066e+00 2.498105525970458984e+00 3.001336097717285156e+00
5.000000000000000000e+02 7.161485846154391766e-04 6.855259016447234899e-06 3.000710248947143555e+00 6.042383029125630856e-04 6.855259016447234899e-06 3.000710248947143555e+00
1.000000000000000000e+03 3.206015098839998245e-04 2.488852487658732571e-06 3.000705480575561523e+00 2.992997469846159220e-04 2.488852487658732571e-06 3.000705480575561523e+00
1.500000000000000000e+03 1.876491733128204942e-04 1.681934691077913158e-06 3.000702381134033203e+00 1.902797375805675983e-04 1.681934691077913158e-06 3.000702381134033203e+00
2.000000000000000000e+03 1.302445598412305117e-04 9.857851637207204476e-07 3.000698566436767578e+00 1.377071894239634275e-04 9.857851637207204476e-07 3.000698566436767578e+00
2.500000000000000000e+03 9.813073847908526659e-05 1.227958364324877039e-06 3.000695466995239258e+00 1.049982893164269626e-04 1.227958364324877039e-06 3.000695466995239258e+00
3.000000000000000000e+03 7.752337114652618766e-05 1.050144874170655385e-06 3.000691175460815430e+00 8.632581011625006795e-05 1.050144874170655385e-06 3.000691175460815430e+00
3.500000000000000000e+03 6.546581425936892629e-05 2.295607919222675264e-05 3.000690221786499023e+00 7.251590432133525610e-05 2.295607919222675264e-05 3.000690221786499023e+00
4.000000000000000000e+03 5.022392360842786729e-05 3.540802708812407218e-07 3.000685214996337891e+00 5.828392022522166371e-05 3.540802708812407218e-07 3.000685214996337891e+00
4.500000000000000000e+03 4.447845640243031085e-05 7.448092560480290558e-07 3.000679969787597656e+00 5.149007847649045289e-05 7.448092560480290558e-07 3.000679969787597656e+00
5.000000000000000000e+03 3.973688581027090549e-04 5.031587788835167885e-04 3.000696659088134766e+00 5.096003878861665726e-04 5.031587788835167885e-04 3.000696659088134766e+00
5.500000000000000000e+03 3.816809476120397449e-05 2.590662006696220487e-06 3.000671148300170898e+00 4.658254692913033068e-05 2.590662006696220487e-06 3.000671148300170898e+00
6.000000000000000000e+03 3.923286567442119122e-05 3.477286009001545608e-05 3.000661134719848633e+00 4.234338848618790507e-05 3.477286009001545608e-05 3.000661134719848633e+00
6.500000000000000000e+03 3.553271017153747380e-05 1.548000909679103643e-05 3.000652551651000977e+00 4.055649696965701878e-05 1.548000909679103643e-05 3.000652551651000977e+00
7.000000000000000000e+03 2.684806349861901253e-05 4.185530997347086668e-06 3.000646352767944336e+00 3.217105040675960481e-05 4.185530997347086668e-06 3.000646352767944336e+00
7.500000000000000000e+03 3.688404103741049767e-05 1.566134983477240894e-06 3.000633955001831055e+00 5.200201485422439873e-05 1.566134983477240894e-06 3.000633955001831055e+00
8.000000000000000000e+03 2.476617555657867342e-05 1.587748215570172761e-06 3.000630140304565430e+00 3.139450927847065032e-05 1.587748215570172761e-06 3.000630140304565430e+00
8.500000000000000000e+03 2.308761941094417125e-05 3.199256525476812385e-06 3.000620841979980469e+00 2.832434802257921547e-05 3.199256525476812385e-06 3.000620841979980469e+00
9.000000000000000000e+03 3.374418884050101042e-05 1.025731762638315558e-05 3.000604867935180664e+00 4.845465082325972617e-05 1.025731762638315558e-05 3.000604867935180664e+00
9.500000000000000000e+03 2.133668021997436881e-05 6.294564627751242369e-06 3.000595808029174805e+00 2.705367478483822197e-05 6.294564627751242369e-06 3.000595808029174805e+00
1.000000000000000000e+04 1.684272137936204672e-04 8.172039088094606996e-06 3.000567436218261719e+00 2.837489009834825993e-04 8.172039088094606996e-06 3.000567436218261719e+00
