# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.931084375000000000e+04 6.615615566261112690e-04 1.637915223836898804e-01 2.825047851562500000e+04 6.615615566261112690e-04 1.637915223836898804e-01
5.000000000000000000e+02 2.511879920959472656e+00 6.644274321843113285e-07 8.641961612738668919e-04 3.477518796920776367e+00 6.644274321843113285e-07 8.641961612738668919e-04
1.000000000000000000e+03 6.096790313720703125e+00 4.128428088279179065e-07 5.610847147181630135e-04 4.218187332153320312e+00 4.128428088279179065e-07 5.610847147181630135e-04
1.500000000000000000e+03 6.081136465072631836e-01 5.635122590774699347e-08 6.942531908862292767e-04 9.835181236267089844e-01 5.635122590774699347e-08 6.942531908862292767e-04
2.000000000000000000e+03 4.356129467487335205e-01 1.906160562725744967e-08 1.114692073315382004e-03 7.342024445533752441e-01 1.906160562725744967e-08 1.114692073315382004e-03
2.500000000000000000e+03 3.447010815143585205e-01 2.827657752391132817e-08 1.371650607325136662e-03 6.042389273643493652e-01 2.827657752391132817e-08 1.371650607325136662e-03
3.000000000000000000e+03 3.431977927684783936e-01 3.987237917613128957e-08 1.542348181828856468e-03 5.723267197608947754e-01 3.987237917613128957e-08 1.542348181828856468e-03
3.500000000000000000e+03 3.082948029041290283e-01 5.912452394341016770e-08 1.558319781906902790e-03 5.146953463554382324e-01 5.912452394341016770e-08 1.558319781906902790e-03
4.000000000000000000e+03 2.843255996704101562e-01 1.105815172763868759e-07 1.444244175218045712e-03 5.006976723670959473e-01 1.105815172763868759e-07 1.444244175218045712e-03
4.500000000000000000e+03 2.255439609289169312e-01 1.329445638020843035e-07 1.276914146728813648e-03 4.317780137062072754e-01 1.329445638020843035e-07 1.276914146728813648e-03
5.000000000000000000e+03 2.154448777437210083e-01 1.628471579806500813e-07 1.235615345649421215e-03 4.028684198856353760e-01 1.628471579806500813e-07 1.235615345649421215e-03
5.500000000000000000e+03 1.908390223979949951e-01 1.263671691731360625e-07 9.992195991799235344e-04 3.799644708633422852e-01 1.263671691731360625e-07 9.992195991799235344e-04
6.000000000000000000e+03 1.941697150468826294e-01 1.017724500229633122e-07 1.010342733934521675e-03 4.030667543411254883e-01 1.017724500229633122e-07 1.010342733934521675e-03
6.500000000000000000e+03 6.164405941963195801e-01 5.829670968182654178e-08 1.298382179811596870e-03 9.021798372268676758e-01 5.829670968182654178e-08 1.298382179811596870e-03
7.000000000000000000e+03 2.393309921026229858e-01 9.274459955577185610e-08 6.201339419931173325e-04 3.870076537132263184e-01 9.274459955577185610e-08 6.201339419931173325e-04
7.500000000000000000e+03 1.791980117559432983e-01 1.087261978227616055e-07 7.526376284658908844e-04 3.686203658580780029e-01 1.087261978227616055e-07 7.526376284658908844e-04
8.000000000000000000e+03 1.497339457273483276e-01 1.333544474846348749e-07 5.804191459901630878e-04 3.076952099800109863e-01 1.333544474846348749e-07 5.804191459901630878e-04
8.500000000000000000e+03 1.550008505582809448e-01 1.447198911819214118e-07 4.072763549629598856e-04 3.112097382545471191e-01 1.447198911819214118e-07 4.072763549629598856e-04
9.000000000000000000e+03 1.973968744277954102e-01 1.551981512193378876e-07 2.720053889788687229e-04 3.644171953201293945e-01 1.551981512193378876e-07 2.720053889788687229e-04
9.500000000000000000e+03 2.608881294727325439e-01 1.520731558457555366e-07 3.410174394957721233e-04 4.489550888538360596e-01 1.520731558457555366e-07 3.410174394957721233e-04
1.000000000000000000e+04 2.044527977705001831e-01 6.314370182280981680e-08 1.943647075677290559e-04 3.811215758323669434e-01 6.314370182280981680e-08 1.943647075677290559e-04
