# x, y
5.000000000000000000e-01 0.000000000000000000e+00 6.106023788452148438e-01
2.500000000000000000e-01 0.000000000000000000e+00 9.221659898757934570e-01
7.500000000000000000e-01 0.000000000000000000e+00 3.199024498462677002e-01
1.250000000000000000e-01 0.000000000000000000e+00 6.214653253555297852e-01
6.250000000000000000e-01 0.000000000000000000e+00 4.236223697662353516e-01
3.750000000000000000e-01 0.000000000000000000e+00 8.494870662689208984e-01
8.750000000000000000e-01 0.000000000000000000e+00 1.956006139516830444e-01
6.250000000000000000e-02 0.000000000000000000e+00 3.348264098167419434e-01
5.625000000000000000e-01 0.000000000000000000e+00 5.036154985427856445e-01
3.125000000000000000e-01 0.000000000000000000e+00 9.232978820800781250e-01
8.125000000000000000e-01 0.000000000000000000e+00 2.666431963443756104e-01
1.875000000000000000e-01 0.000000000000000000e+00 8.230621814727783203e-01
6.875000000000000000e-01 0.000000000000000000e+00 3.668787777423858643e-01
4.375000000000000000e-01 0.000000000000000000e+00 7.340918183326721191e-01
9.375000000000000000e-01 0.000000000000000000e+00 1.043500974774360657e-01
3.125000000000000000e-02 0.000000000000000000e+00 1.705662906169891357e-01
5.312500000000000000e-01 0.000000000000000000e+00 5.540326833724975586e-01
2.812500000000000000e-01 0.000000000000000000e+00 9.338945150375366211e-01
7.812500000000000000e-01 0.000000000000000000e+00 2.949544191360473633e-01
1.562500000000000000e-01 0.000000000000000000e+00 7.344998121261596680e-01
6.562500000000000000e-01 0.000000000000000000e+00 3.930360674858093262e-01
4.062500000000000000e-01 0.000000000000000000e+00 7.947784066200256348e-01
9.062500000000000000e-01 0.000000000000000000e+00 1.522561311721801758e-01
9.375000000000000000e-02 0.000000000000000000e+00 4.868558943271636963e-01
5.937500000000000000e-01 0.000000000000000000e+00 4.601787328720092773e-01
3.437500000000000000e-01 0.000000000000000000e+00 8.938000202178955078e-01
8.437500000000000000e-01 0.000000000000000000e+00 2.337358891963958740e-01
2.187500000000000000e-01 0.000000000000000000e+00 8.856456875801086426e-01
7.187500000000000000e-01 0.000000000000000000e+00 3.432033061981201172e-01
4.687500000000000000e-01 0.000000000000000000e+00 6.715285181999206543e-01
9.687500000000000000e-01 0.000000000000000000e+00 5.307047069072723389e-02
1.562500000000000000e-02 0.000000000000000000e+00 8.568181842565536499e-02
5.156250000000000000e-01 0.000000000000000000e+00 5.816381573677062988e-01
2.656250000000000000e-01 0.000000000000000000e+00 9.310007095336914062e-01
7.656250000000000000e-01 0.000000000000000000e+00 3.077509999275207520e-01
1.406250000000000000e-01 0.000000000000000000e+00 6.808919906616210938e-01
6.406250000000000000e-01 0.000000000000000000e+00 4.076670408248901367e-01
3.906250000000000000e-01 0.000000000000000000e+00 8.231521844863891602e-01
