# step, loss_train, loss_test, metrics_test
9.500000000000000000e+03 1.147221308201551437e-02 2.616570889949798584e-02 2.774746099021285772e-04 2.363736554980278015e-02 2.616570889949798584e-02 2.774746099021285772e-04 1.255966573953628540e-01
1.000000000000000000e+04 1.201057806611061096e-02 2.475266903638839722e-02 1.432274002581834793e-03 2.351934276521205902e-02 2.475266903638839722e-02 1.432274002581834793e-03 1.228039935231208801e-01
1.050000000000000000e+04 1.137597300112247467e-02 2.353643253445625305e-02 2.594176039565354586e-04 2.347439900040626526e-02 2.353643253445625305e-02 2.594176039565354586e-04 1.200750023126602173e-01
1.100000000000000000e+04 1.188899576663970947e-02 2.247041463851928711e-02 2.255487197544425726e-04 2.307668328285217285e-02 2.247041463851928711e-02 2.255487197544425726e-04 1.173719987273216248e-01
1.150000000000000000e+04 1.197366043925285339e-02 2.159394323825836182e-02 1.194974465761333704e-04 2.310160174965858459e-02 2.159394323825836182e-02 1.194974465761333704e-04 1.146793588995933533e-01
1.200000000000000000e+04 1.087781880050897598e-02 2.076409198343753815e-02 2.077194512821733952e-04 2.283886075019836426e-02 2.076409198343753815e-02 2.077194512821733952e-04 1.120051369071006775e-01
1.250000000000000000e+04 1.108231209218502045e-02 2.008437365293502808e-02 4.631730844266712666e-04 2.257717400789260864e-02 2.008437365293502808e-02 4.631730844266712666e-04 1.093494445085525513e-01
1.300000000000000000e+04 1.119229849427938461e-02 1.949853077530860901e-02 7.724431634414941072e-05 2.237820066511631012e-02 1.949853077530860901e-02 7.724431634414941072e-05 1.067159697413444519e-01
1.350000000000000000e+04 1.013053208589553833e-02 1.892814226448535919e-02 5.629416773444972932e-05 2.201294898986816406e-02 1.892814226448535919e-02 5.629416773444972932e-05 1.041099801659584045e-01
1.400000000000000000e+04 1.298189815133810043e-02 1.849799789488315582e-02 3.333959830342791975e-05 2.230952121317386627e-02 1.849799789488315582e-02 3.333959830342791975e-05 1.015834137797355652e-01
1.450000000000000000e+04 9.703884832561016083e-03 1.801748573780059814e-02 1.842444908106699586e-04 2.150048501789569855e-02 1.801748573780059814e-02 1.842444908106699586e-04 9.902801364660263062e-02
1.500000000000000000e+04 9.524418972432613373e-03 1.766164973378181458e-02 4.608241215464659035e-05 2.125446684658527374e-02 1.766164973378181458e-02 4.608241215464659035e-05 9.647408872842788696e-02
1.550000000000000000e+04 9.173391386866569519e-03 1.727578602731227875e-02 6.181412027217447758e-04 2.099817432463169098e-02 1.727578602731227875e-02 6.181412027217447758e-04 9.393036365509033203e-02
1.600000000000000000e+04 9.019360877573490143e-03 1.697152666747570038e-02 2.471858715580310673e-05 2.067059464752674103e-02 1.697152666747570038e-02 2.471858715580310673e-05 9.142318367958068848e-02
1.650000000000000000e+04 8.378157392144203186e-03 1.664995402097702026e-02 2.144966856576502323e-05 2.051060833036899567e-02 1.664995402097702026e-02 2.144966856576502323e-05 8.899360150098800659e-02
1.700000000000000000e+04 8.131310343742370605e-03 1.637295261025428772e-02 5.953385698376223445e-05 2.036036550998687744e-02 1.637295261025428772e-02 5.953385698376223445e-05 8.654592931270599365e-02
1.750000000000000000e+04 7.747659459710121155e-03 1.613073050975799561e-02 3.009717693203128874e-05 2.018252015113830566e-02 1.613073050975799561e-02 3.009717693203128874e-05 8.413279056549072266e-02
1.800000000000000000e+04 8.870441466569900513e-03 1.584035716950893402e-02 5.536334938369691372e-04 2.050255984067916870e-02 1.584035716950893402e-02 5.536334938369691372e-04 8.174215257167816162e-02
1.850000000000000000e+04 7.896127179265022278e-03 1.561975385993719101e-02 1.231467031175270677e-04 2.018328011035919189e-02 1.561975385993719101e-02 1.231467031175270677e-04 7.938582450151443481e-02
1.900000000000000000e+04 6.934430450201034546e-03 1.543773338198661804e-02 2.443004341330379248e-04 1.989094354212284088e-02 1.543773338198661804e-02 2.443004341330379248e-04 7.714471966028213501e-02
1.950000000000000000e+04 6.840351037681102753e-03 1.526059675961732864e-02 2.235702049802057445e-05 1.970461197197437286e-02 1.526059675961732864e-02 2.235702049802057445e-05 7.487902045249938965e-02
2.000000000000000000e+04 6.845240946859121323e-03 1.504567638039588928e-02 1.260884801013162360e-05 1.985309273004531860e-02 1.504567638039588928e-02 1.260884801013162360e-05 7.265278697013854980e-02
2.050000000000000000e+04 6.473646964877843857e-03 1.487650908529758453e-02 1.964255898201372474e-05 1.981078274548053741e-02 1.487650908529758453e-02 1.964255898201372474e-05 7.048197090625762939e-02
2.100000000000000000e+04 6.729006301611661911e-03 1.473470404744148254e-02 6.481347372755408287e-05 1.968493126332759857e-02 1.473470404744148254e-02 6.481347372755408287e-05 6.839218735694885254e-02
2.150000000000000000e+04 6.114565767347812653e-03 1.457109022885560989e-02 1.344563934253528714e-04 1.978086866438388824e-02 1.457109022885560989e-02 1.344563934253528714e-04 6.633826345205307007e-02
2.200000000000000000e+04 5.991475190967321396e-03 1.441590674221515656e-02 3.286928404122591019e-04 2.033988386392593384e-02 1.441590674221515656e-02 3.286928404122591019e-04 6.433007121086120605e-02
2.250000000000000000e+04 5.401357542723417282e-03 1.428425032645463943e-02 8.623926987638697028e-05 1.988333277404308319e-02 1.428425032645463943e-02 8.623926987638697028e-05 6.235541030764579773e-02
2.300000000000000000e+04 6.108431611210107803e-03 1.417061220854520798e-02 3.925115452148020267e-04 2.009747549891471863e-02 1.417061220854520798e-02 3.925115452148020267e-04 6.044882163405418396e-02
2.350000000000000000e+04 5.185288377106189728e-03 1.404220890253782272e-02 1.163650522357784212e-04 2.014184556901454926e-02 1.404220890253782272e-02 1.163650522357784212e-04 5.863047018647193909e-02
2.400000000000000000e+04 4.738195333629846573e-03 1.391770225018262863e-02 3.523314662743359804e-04 2.044367790222167969e-02 1.391770225018262863e-02 3.523314662743359804e-04 5.682145431637763977e-02
2.450000000000000000e+04 5.225381348282098770e-03 1.379644591361284256e-02 3.122684938716702163e-05 2.082423120737075806e-02 1.379644591361284256e-02 3.122684938716702163e-05 5.508079752326011658e-02
2.500000000000000000e+04 4.586829803884029388e-03 1.370974630117416382e-02 9.385893645230680704e-05 2.075245231389999390e-02 1.370974630117416382e-02 9.385893645230680704e-05 5.341863632202148438e-02
2.550000000000000000e+04 5.048436112701892853e-03 1.358991954475641251e-02 1.055243701557628810e-04 2.124693058431148529e-02 1.358991954475641251e-02 1.055243701557628810e-04 5.179472267627716064e-02
2.600000000000000000e+04 4.090286791324615479e-03 1.350398454815149307e-02 2.616659367049578577e-05 2.122787386178970337e-02 1.350398454815149307e-02 2.616659367049578577e-05 5.022929236292839050e-02
2.650000000000000000e+04 3.961626905947923660e-03 1.341930963099002838e-02 6.069001028663478792e-05 2.138051949441432953e-02 1.341930963099002838e-02 6.069001028663478792e-05 4.865348711609840393e-02
2.700000000000000000e+04 4.599258769303560257e-03 1.333084423094987869e-02 3.477108111837878823e-05 2.180546894669532776e-02 1.333084423094987869e-02 3.477108111837878823e-05 4.716414958238601685e-02
2.750000000000000000e+04 3.718837164342403412e-03 1.325516123324632645e-02 9.201776265399530530e-06 2.168758586049079895e-02 1.325516123324632645e-02 9.201776265399530530e-06 4.575390368700027466e-02
2.800000000000000000e+04 3.856454975903034210e-03 1.317929290235042572e-02 7.737617124803364277e-06 2.166733704507350922e-02 1.317929290235042572e-02 7.737617124803364277e-06 4.438688233494758606e-02
2.850000000000000000e+04 3.562604542821645737e-03 1.309945527464151382e-02 1.019781666400376707e-05 2.189216949045658112e-02 1.309945527464151382e-02 1.019781666400376707e-05 4.307379946112632751e-02
2.900000000000000000e+04 3.538744058459997177e-03 1.302863098680973053e-02 1.280425840377574787e-05 2.233660034835338593e-02 1.302863098680973053e-02 1.280425840377574787e-05 4.180257767438888550e-02
2.950000000000000000e+04 4.130354616791009903e-03 1.294075325131416321e-02 1.457006001146510243e-04 2.280338294804096222e-02 1.294075325131416321e-02 1.457006001146510243e-04 4.055773094296455383e-02
3.000000000000000000e+04 3.226287895813584328e-03 1.289095636457204819e-02 4.378275843919254839e-05 2.254476025700569153e-02 1.289095636457204819e-02 4.378275843919254839e-05 3.938572108745574951e-02
3.050000000000000000e+04 3.651565406471490860e-03 1.280831266194581985e-02 4.418844400788657367e-05 2.302146889269351959e-02 1.280831266194581985e-02 4.418844400788657367e-05 3.826900199055671692e-02
3.100000000000000000e+04 3.099557943642139435e-03 1.276884227991104126e-02 8.029934178921394050e-06 2.290987223386764526e-02 1.276884227991104126e-02 8.029934178921394050e-06 3.716859966516494751e-02
3.150000000000000000e+04 2.977344673126935959e-03 1.269771438091993332e-02 1.093650280381552875e-04 2.309186570346355438e-02 1.269771438091993332e-02 1.093650280381552875e-04 3.609889000654220581e-02
3.200000000000000000e+04 2.957762917503714561e-03 1.264807116240262985e-02 3.139826003462076187e-05 2.327825874090194702e-02 1.264807116240262985e-02 3.139826003462076187e-05 3.510683029890060425e-02
3.250000000000000000e+04 2.799654379487037659e-03 1.259759161621332169e-02 8.398927093367092311e-06 2.349826134741306305e-02 1.259759161621332169e-02 8.398927093367092311e-06 3.410250321030616760e-02
3.300000000000000000e+04 3.002045908942818642e-03 1.253843121230602264e-02 2.648477093316614628e-04 2.355348877608776093e-02 1.253843121230602264e-02 2.648477093316614628e-04 3.317123278975486755e-02
3.350000000000000000e+04 3.476815763860940933e-03 1.248723082244396210e-02 1.768920810718555003e-05 2.427994832396507263e-02 1.248723082244396210e-02 1.768920810718555003e-05 3.226504102349281311e-02
3.400000000000000000e+04 2.656796015799045563e-03 1.244725845754146576e-02 4.147049548919312656e-05 2.399607561528682709e-02 1.244725845754146576e-02 4.147049548919312656e-05 3.139881789684295654e-02
3.450000000000000000e+04 2.853773301467299461e-03 1.237879972904920578e-02 1.418856027157744393e-05 2.430998347699642181e-02 1.237879972904920578e-02 1.418856027157744393e-05 3.058037720620632172e-02
3.500000000000000000e+04 2.670757239684462547e-03 1.234409585595130920e-02 8.277907909359782934e-06 2.452836744487285614e-02 1.234409585595130920e-02 8.277907909359782934e-06 2.975351177155971527e-02
3.550000000000000000e+04 2.494591055437922478e-03 1.229762285947799683e-02 1.424158836016431451e-05 2.444772608578205109e-02 1.229762285947799683e-02 1.424158836016431451e-05 2.896688692271709442e-02
3.600000000000000000e+04 2.500551985576748848e-03 1.225514709949493408e-02 1.158752784249372780e-04 2.491891384124755859e-02 1.225514709949493408e-02 1.158752784249372780e-04 2.820676937699317932e-02
3.650000000000000000e+04 2.638201694935560226e-03 1.222053542733192444e-02 7.931639629532583058e-06 2.517500519752502441e-02 1.222053542733192444e-02 7.931639629532583058e-06 2.750469744205474854e-02
3.700000000000000000e+04 3.240187652409076691e-03 1.217523496598005295e-02 1.175915622297907248e-05 2.479035593569278717e-02 1.217523496598005295e-02 1.175915622297907248e-05 2.688316255807876587e-02
3.750000000000000000e+04 2.619367325678467751e-03 1.213711407035589218e-02 3.479887527646496892e-05 2.513954602181911469e-02 1.213711407035589218e-02 3.479887527646496892e-05 2.625777758657932281e-02
3.800000000000000000e+04 2.407158724963665009e-03 1.209612656384706497e-02 4.586439172271639109e-05 2.540949359536170959e-02 1.209612656384706497e-02 4.586439172271639109e-05 2.562229707837104797e-02
3.850000000000000000e+04 2.552850637584924698e-03 1.205121446400880814e-02 7.316781193367205560e-06 2.618259750306606293e-02 1.205121446400880814e-02 7.316781193367205560e-06 2.503814175724983215e-02
3.900000000000000000e+04 2.330255229026079178e-03 1.201338320970535278e-02 1.531500311102718115e-05 2.618771977722644806e-02 1.201338320970535278e-02 1.531500311102718115e-05 2.448010258376598358e-02
3.950000000000000000e+04 2.209991682320833206e-03 1.199127081781625748e-02 8.200615411624312401e-06 2.625172771513462067e-02 1.199127081781625748e-02 8.200615411624312401e-06 2.390469051897525787e-02
4.000000000000000000e+04 2.332235919311642647e-03 1.194220315665006638e-02 1.391575824527535588e-05 2.635465934872627258e-02 1.194220315665006638e-02 1.391575824527535588e-05 2.339009754359722137e-02
