# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.721722602844238281e+00 1.361760951112955809e-06 9.065585909411311150e-04 9.053380966186523438e+00 1.361760951112955809e-06 9.065585909411311150e-04
5.000000000000000000e+02 1.148922368884086609e-02 1.628209105319911032e-07 1.953862920345272869e-06 1.465429738163948059e-02 1.628209105319911032e-07 1.953862920345272869e-06
1.000000000000000000e+03 8.973840624094009399e-03 1.867079220119194360e-07 1.867906803454388864e-06 1.169180031865835190e-02 1.867079220119194360e-07 1.867906803454388864e-06
1.500000000000000000e+03 8.273425512015819550e-03 1.854143221180493128e-07 1.752786147335427813e-06 1.090117078274488449e-02 1.854143221180493128e-07 1.752786147335427813e-06
2.000000000000000000e+03 7.963133044540882111e-03 1.750848639403557172e-07 1.658047949604224414e-06 1.056009810417890549e-02 1.750848639403557172e-07 1.658047949604224414e-06
2.500000000000000000e+03 7.814505137503147125e-03 1.588047950917825801e-07 1.530519170955813024e-06 1.038291957229375839e-02 1.588047950917825801e-07 1.530519170955813024e-06
3.000000000000000000e+03 7.713991682976484299e-03 1.421331745632414822e-07 1.392414560541510582e-06 1.028264127671718597e-02 1.421331745632414822e-07 1.392414560541510582e-06
3.500000000000000000e+03 7.862175814807415009e-03 1.360569967800984159e-07 1.245329144694551360e-06 1.070219930261373520e-02 1.360569967800984159e-07 1.245329144694551360e-06
4.000000000000000000e+03 7.619522046297788620e-03 1.104597586731870251e-07 1.100677081922185607e-06 1.017625164240598679e-02 1.104597586731870251e-07 1.100677081922185607e-06
4.500000000000000000e+03 8.207604289054870605e-03 8.134203000054185395e-08 1.166455945167399477e-06 1.085520070046186447e-02 8.134203000054185395e-08 1.166455945167399477e-06
5.000000000000000000e+03 7.920990698039531708e-03 8.309102383918798296e-08 8.945768854573543649e-07 1.091840211302042007e-02 8.309102383918798296e-08 8.945768854573543649e-07
5.500000000000000000e+03 1.286005601286888123e-02 1.161347213951557933e-07 1.331043449681601487e-06 1.941050030291080475e-02 1.161347213951557933e-07 1.331043449681601487e-06
6.000000000000000000e+03 7.535201497375965118e-03 5.515560275171083049e-08 6.703415351694275159e-07 1.002371218055486679e-02 5.515560275171083049e-08 6.703415351694275159e-07
6.500000000000000000e+03 7.520353887230157852e-03 4.876098813610951765e-08 5.881867650714411866e-07 1.008204557001590729e-02 4.876098813610951765e-08 5.881867650714411866e-07
7.000000000000000000e+03 1.110422238707542419e-02 9.575296644470654428e-08 7.626750857525621541e-07 1.573729515075683594e-02 9.575296644470654428e-08 7.626750857525621541e-07
7.500000000000000000e+03 7.702612783759832382e-03 2.710785373949420318e-08 5.390279511630069464e-07 1.019998360425233841e-02 2.710785373949420318e-08 5.390279511630069464e-07
8.000000000000000000e+03 7.529268972575664520e-03 2.317381309069332929e-08 4.583706640914897434e-07 9.989076294004917145e-03 2.317381309069332929e-08 4.583706640914897434e-07
8.500000000000000000e+03 7.484333589673042297e-03 2.370466312129337894e-08 3.877118217587849358e-07 9.987539611756801605e-03 2.370466312129337894e-08 3.877118217587849358e-07
9.000000000000000000e+03 7.790612988173961639e-03 3.458836062009140733e-08 3.057716355669981567e-07 1.049388013780117035e-02 3.458836062009140733e-08 3.057716355669981567e-07
9.500000000000000000e+03 7.474848534911870956e-03 1.547551065073093923e-08 3.404460073852533242e-07 9.953196160495281219e-03 1.547551065073093923e-08 3.404460073852533242e-07
1.000000000000000000e+04 7.472989615052938461e-03 1.548307437815310550e-08 3.009479883075982798e-07 9.959045797586441040e-03 1.548307437815310550e-08 3.009479883075982798e-07
1.050000000000000000e+04 7.485341746360063553e-03 1.310554242905936917e-08 2.584907292657590006e-07 1.004454027861356735e-02 1.310554242905936917e-08 2.584907292657590006e-07
1.100000000000000000e+04 7.457432337105274200e-03 1.114461856133175388e-08 2.477403882039652672e-07 9.958498179912567139e-03 1.114461856133175388e-08 2.477403882039652672e-07
1.150000000000000000e+04 7.471292279660701752e-03 9.632210584697986633e-09 2.264504814775136765e-07 1.001811772584915161e-02 9.632210584697986633e-09 2.264504814775136765e-07
1.200000000000000000e+04 7.862654514610767365e-03 1.289694839812227656e-08 2.083595234125823481e-07 1.084114983677864075e-02 1.289694839812227656e-08 2.083595234125823481e-07
1.250000000000000000e+04 7.456884719431400299e-03 6.648060768554842070e-09 1.955245920726156328e-07 9.989650920033454895e-03 6.648060768554842070e-09 1.955245920726156328e-07
1.300000000000000000e+04 7.491735275834798813e-03 5.406440184430039153e-09 2.056103625136529445e-07 9.956914931535720825e-03 5.406440184430039153e-09 2.056103625136529445e-07
1.350000000000000000e+04 7.469900883734226227e-03 7.767566145844284620e-09 1.667325761900428915e-07 9.954398497939109802e-03 7.767566145844284620e-09 1.667325761900428915e-07
1.400000000000000000e+04 7.456136401742696762e-03 5.489451115892052258e-09 1.501435491491065477e-07 9.970232844352722168e-03 5.489451115892052258e-09 1.501435491491065477e-07
1.450000000000000000e+04 7.449564523994922638e-03 4.688201826752447232e-09 1.429608147418548469e-07 9.963634423911571503e-03 4.688201826752447232e-09 1.429608147418548469e-07
1.500000000000000000e+04 7.458661217242479324e-03 3.162778927645604199e-09 1.428932847602482070e-07 9.963480755686759949e-03 3.162778927645604199e-09 1.428932847602482070e-07
1.550000000000000000e+04 7.796920835971832275e-03 3.498989431527377292e-10 1.975497809780790703e-07 1.025344058871269226e-02 3.498989431527377292e-10 1.975497809780790703e-07
1.600000000000000000e+04 7.441898342221975327e-03 2.740895510555674264e-09 1.238242646195431007e-07 9.932561777532100677e-03 2.740895510555674264e-09 1.238242646195431007e-07
1.650000000000000000e+04 7.471675053238868713e-03 3.115063540448659296e-09 1.251589338835401577e-07 9.960462339222431183e-03 3.115063540448659296e-09 1.251589338835401577e-07
1.700000000000000000e+04 7.532257121056318283e-03 3.843729778907345462e-09 9.277090384784969501e-08 1.019690930843353271e-02 3.843729778907345462e-09 9.277090384784969501e-08
1.750000000000000000e+04 7.449164055287837982e-03 2.351914440978930543e-09 9.407533951844015974e-08 9.990570135414600372e-03 2.351914440978930543e-09 9.407533951844015974e-08
1.800000000000000000e+04 7.444472983479499817e-03 2.064380444366520351e-09 8.701927356469241204e-08 9.975581429898738861e-03 2.064380444366520351e-09 8.701927356469241204e-08
1.850000000000000000e+04 7.464287802577018738e-03 7.562454551468533737e-10 9.033457359919339069e-08 9.952261112630367279e-03 7.562454551468533737e-10 9.033457359919339069e-08
1.900000000000000000e+04 7.466320414096117020e-03 7.940000879003150658e-10 8.858858535631952691e-08 9.944311343133449554e-03 7.940000879003150658e-10 8.858858535631952691e-08
1.950000000000000000e+04 7.438964676111936569e-03 1.765482426918651981e-09 7.035635007923701778e-08 9.950879029929637909e-03 1.765482426918651981e-09 7.035635007923701778e-08
2.000000000000000000e+04 7.437108084559440613e-03 1.151126083343001483e-09 6.948734210254770005e-08 9.932167828083038330e-03 1.151126083343001483e-09 6.948734210254770005e-08
